timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
191844819,-0.000560356,-0.00102583,0.00103915,0.983108,0.00650317,0.00567948,0.182825,0.985373,-0.00145698,0.00260631,0.170387,1
191876769,-0.00128717,0.000229948,0.000151444,0.983107,0.00651025,0.00567169,0.182828,0.985373,-0.00145698,0.00260631,0.170387,1
191908764,0.00189637,0.00109883,0.000813731,0.983107,0.00651728,0.00567152,0.18283,0.985373,-0.00145698,0.00260631,0.170387,1
191940804,0.0021302,-0.000216488,-0.000967837,0.983109,0.0065216,0.00566921,0.18282,0.985373,-0.00145698,0.00260631,0.170387,1
191972744,-0.000883071,0.000790821,0.00141951,0.983108,0.00652227,0.00567516,0.182822,0.985373,-0.00145698,0.00260631,0.170387,1
192004834,-0.0034151,1.22384e-05,-0.000196126,0.983109,0.00651572,0.00567211,0.182814,0.985373,-0.00145698,0.00260631,0.170387,1
192033048,0.00168908,-0.000932252,0.000312917,0.98311,0.00652195,0.00567548,0.182809,0.985373,-0.00145698,0.00260631,0.170387,1
192064773,-0.00116157,-0.00137154,0.000491825,0.983114,0.00653142,0.00566431,0.182791,0.985373,-0.00145698,0.00260631,0.170387,1
192097605,-0.00216556,-0.000800196,0.00174902,0.983117,0.00652649,0.0056581,0.182773,0.985373,-0.00145698,0.00260631,0.170387,1
192129646,-0.000215556,0.000426604,-0.000592174,0.98312,0.00653203,0.00565079,0.18276,0.985373,-0.00145698,0.00260631,0.170387,1
192161547,0.00178995,0.000134132,0.000717484,0.983122,0.00653824,0.00565133,0.182745,0.985373,-0.00145698,0.00260631,0.170387,1
192193580,0.00306962,0.000342545,0.000517133,0.983124,0.00654143,0.00565247,0.182736,0.985373,-0.00145698,0.00260631,0.170387,1
192221564,-0.00204463,-0.000181102,0.000886217,0.983126,0.00654413,0.00565349,0.182726,0.985373,-0.00145698,0.00260631,0.170387,1
192253583,0.00211411,-0.00018834,-0.00012529,0.983128,0.00654598,0.00565274,0.182715,0.985373,-0.00145698,0.00260631,0.170387,1
192285542,-1.81583e-05,-0.000407069,6.66862e-05,0.983129,0.00654716,0.00564587,0.182707,0.985373,-0.00145698,0.00260631,0.170387,1
192317555,-0.00163156,-0.000274216,0.00132043,0.98313,0.00652567,0.00564015,0.182707,0.985373,-0.00145698,0.00260631,0.170387,1
192349594,-0.000773353,-0.00112957,0.00134297,0.98313,0.00653524,0.00563981,0.182705,0.985373,-0.00145698,0.00260631,0.170387,1
192381644,0.000300393,-0.00125582,0.00030215,0.983129,0.00654108,0.00563389,0.182709,0.985373,-0.00145698,0.00260631,0.170387,1
192410395,-0.000440839,-0.000731136,-0.000250758,0.98313,0.00654587,0.00562447,0.182708,0.985373,-0.00145698,0.00260631,0.170387,1
192442344,-0.00279022,2.95056e-05,0.00066123,0.983129,0.00654575,0.00562141,0.182712,0.985373,-0.00145698,0.00260631,0.170387,1
192474360,-0.00119239,0.000964494,-0.000297371,0.983129,0.0065487,0.00561188,0.18271,0.985373,-0.00145698,0.00260631,0.170387,1
192506376,0.000822188,-0.00028115,0.00113875,0.983129,0.00654762,0.00560921,0.182709,0.985373,-0.00145698,0.00260631,0.170387,1
192538355,7.54613e-05,-0.000503095,0.00102735,0.983128,0.00654778,0.00560334,0.182718,0.985373,-0.00145698,0.00260631,0.170387,1
192570700,-0.0032098,0.000447763,0.000436176,0.983127,0.0065423,0.00559997,0.18272,0.985373,-0.00145698,0.00260631,0.170387,1
192602581,-0.00191629,0.000529976,-0.000723562,0.983128,0.00654702,0.00561098,0.182717,0.985373,-0.00145698,0.00260631,0.170387,1
192634679,0.0019174,-0.000320686,-0.000547941,0.983128,0.00655454,0.00561481,0.182716,0.985373,-0.00145698,0.00260631,0.170387,1
192662393,-0.00152162,-0.000694734,0.00175271,0.983126,0.00654715,0.00561635,0.182728,0.985373,-0.00145698,0.00260631,0.170387,1
192694400,-0.000338859,3.09271e-05,0.000902446,0.983124,0.00655469,0.00561883,0.182738,0.985373,-0.00145698,0.00260631,0.170387,1
192726348,0.00073838,0.000539235,-0.000157215,0.983124,0.00656274,0.00561064,0.182738,0.985373,-0.00145698,0.00260631,0.170387,1
192758626,0.00103356,0.000687823,0.00186512,0.983121,0.0065588,0.005601,0.182755,0.985373,-0.00145698,0.00260631,0.170387,1
192790375,-0.00087014,-7.94939e-05,0.000795893,0.983119,0.00655174,0.00559694,0.182762,0.985373,-0.00145698,0.00260631,0.170387,1
192822358,-0.00172043,-0.00103945,0.000692284,0.98312,0.0065539,0.00559541,0.18276,0.985373,-0.00145698,0.00260631,0.170387,1
192855210,-0.000636911,-0.000109728,-0.000590364,0.98312,0.00655862,0.00559712,0.182758,0.985373,-0.00145698,0.00260631,0.170387,1
192883326,0.00062916,-9.22638e-05,0.000276996,0.983121,0.00656325,0.00559101,0.182755,0.985373,-0.00145698,0.00260631,0.170387,1
192915194,-0.00194634,-0.000804166,0.0018542,0.98312,0.0065657,0.0055896,0.182757,0.985373,-0.00145698,0.00260631,0.170387,1
192947221,-0.000637728,-0.000637446,-0.00036768,0.983119,0.00656434,0.00558071,0.182766,0.985373,-0.00145698,0.00260631,0.170387,1
192979429,-1.40781e-06,0.000534064,-0.000274515,0.983119,0.00657179,0.00557174,0.182764,0.985373,-0.00145698,0.00260631,0.170387,1
193011210,0.00149223,0.000312045,-0.00067611,0.983118,0.00657392,0.00556208,0.18277,0.985373,-0.00145698,0.00260631,0.170387,1
193043171,-0.00191613,-0.00125737,-5.13957e-05,0.983117,0.00657243,0.00556768,0.182775,0.985373,-0.00145698,0.00260631,0.170387,1
193075168,-0.00202909,0.00065229,0.000334554,0.983116,0.00657217,0.0055602,0.182778,0.985373,-0.00145698,0.00260631,0.170387,1
193107210,0.00221899,0.00109085,0.00102097,0.983114,0.00658579,0.0055724,0.18279,0.985373,-0.00145698,0.00260631,0.170387,1
193135326,-0.00267487,0.000556278,0.000861115,0.983112,0.00658475,0.00557208,0.1828,0.985373,-0.00145698,0.00260631,0.170387,1
193167383,-0.0022218,0.00094132,-0.00105742,0.983111,0.00657941,0.00557524,0.182809,0.985373,-0.00145698,0.00260631,0.170387,1
193199962,7.55754e-05,0.000334427,-0.000323104,0.983109,0.00658664,0.0055776,0.182817,0.985373,-0.00145698,0.00260631,0.170387,1
193232213,0.00297278,0.000438271,0.000403941,0.983107,0.00659644,0.00557077,0.18283,0.985373,-0.00145698,0.00260631,0.170387,1
193263981,0.00128799,-0.000333227,-0.000876661,0.983104,0.00660036,0.00556879,0.182844,0.985373,-0.00145698,0.00260631,0.170387,1
193295953,-0.000857678,0.000980629,0.000871416,0.983101,0.00660365,0.00556302,0.182858,0.985373,-0.00145698,0.00260631,0.170387,1
193323993,0.00169807,-0.000847451,-9.59673e-06,0.9831,0.00660025,0.00556259,0.182866,0.985373,-0.00145698,0.00260631,0.170387,1
193355950,-0.000111938,-9.35663e-05,0.000483471,0.983098,0.00660048,0.00556295,0.182875,0.985373,-0.00145698,0.00260631,0.170387,1
193387963,-0.00224153,-0.00115415,0.000689037,0.983098,0.0066068,0.00555874,0.182878,0.985373,-0.00145698,0.00260631,0.170387,1
193419980,-0.00106771,0.000863112,0.000450498,0.983095,0.00661002,0.00555325,0.182893,0.985373,-0.00145698,0.00260631,0.170387,1
193452174,0.00117715,0.000422512,-0.000255934,0.983094,0.00661795,0.00555771,0.182895,0.985373,-0.00145698,0.00260631,0.170387,1
193484012,0.00170772,0.000424632,-0.00014138,0.983093,0.00661892,0.00556416,0.182901,0.985373,-0.00145698,0.00260631,0.170387,1
193515993,-0.00235212,0.000235789,0.000979189,0.983091,0.00662609,0.00556599,0.182914,0.985373,-0.00145698,0.00260631,0.170387,1
193547967,-0.000205756,-0.000634269,0.000173499,0.983089,0.00663303,0.00556244,0.182922,0.985373,-0.00145698,0.00260631,0.170387,1
193577084,0.00111628,0.000707174,0.000923517,0.983089,0.00663921,0.00556392,0.182926,0.985373,-0.00145698,0.00260631,0.170387,1
193608754,-0.000545929,-0.000610411,0.00133935,0.983087,0.0066377,0.00555789,0.182933,0.985373,-0.00145698,0.00260631,0.170387,1
193640753,-0.00161387,-0.00060166,0.00174949,0.983086,0.00663396,0.00555269,0.182943,0.985373,-0.00145698,0.00260631,0.170387,1
193672782,0.00106991,0.000106721,6.96199e-05,0.983084,0.00663748,0.00554351,0.182951,0.985373,-0.00145698,0.00260631,0.170387,1
193704782,0.000956684,-9.73025e-05,0.000497929,0.983083,0.00663322,0.00554372,0.182956,0.985373,-0.00145698,0.00260631,0.170387,1
193736752,0.000209945,0.000964593,0.000362458,0.983081,0.00663876,0.00553825,0.182966,0.985373,-0.00145698,0.00260631,0.170387,1
193768828,-0.00105723,0.000542823,0.000885804,0.983079,0.00664268,0.00554744,0.182978,0.985373,-0.00145698,0.00260631,0.170387,1
193796795,0.00117306,0.000546421,0.000589614,0.983076,0.00664909,0.00554683,0.182994,0.985373,-0.00145698,0.00260631,0.170387,1
193829015,0.000661233,-0.000311065,0.000505824,0.983074,0.00664954,0.00554247,0.183004,0.985373,-0.00145698,0.00260631,0.170387,1
193860802,-0.000426317,0.000436841,0.000683953,0.983073,0.00665541,0.00553417,0.183009,0.985373,-0.00145698,0.00260631,0.170387,1
193892743,-0.00170057,-0.000310198,0.000575801,0.983072,0.00665445,0.00553795,0.183014,0.985373,-0.00145698,0.00260631,0.170387,1
193924817,0.000645778,0.000428459,0.000381967,0.98307,0.00665355,0.00553452,0.183023,0.985373,-0.00145698,0.00260631,0.170387,1
193957571,0.00138228,0.000117852,0.000716768,0.983068,0.00664784,0.00552961,0.183037,0.985373,-0.00145698,0.00260631,0.170387,1
193985904,-0.00192415,-0.00167993,0.00124362,0.983066,0.00665212,0.00551744,0.183046,0.985373,-0.00145698,0.00260631,0.170387,1
194017552,0.000246973,-0.00014954,-0.0019526,0.983065,0.00665583,0.0055051,0.183056,0.985373,-0.00145698,0.00260631,0.170387,1
194049805,0.000550194,-0.00108299,-0.000757327,0.983063,0.00665897,0.00549859,0.183066,0.985373,-0.00145698,0.00260631,0.170387,1
194081592,-0.0012743,0.000119627,0.000789401,0.983059,0.00665338,0.00549443,0.183086,0.985373,-0.00145698,0.00260631,0.170387,1
194113551,-0.00212848,1.86232e-05,0.000993821,0.983057,0.00665733,0.00549701,0.183098,0.985373,-0.00145698,0.00260631,0.170387,1
194145749,-0.000236635,0.00128702,0.000895139,0.983053,0.0066604,0.00550223,0.183117,0.985373,-0.00145698,0.00260631,0.170387,1
194177808,0.00117561,0.000954683,-4.33548e-05,0.98305,0.00666246,0.00550498,0.183132,0.985373,-0.00145698,0.00260631,0.170387,1
194209729,0.000309461,-0.000301233,0.00103588,0.983049,0.00665125,0.00550935,0.183142,0.985373,-0.00145698,0.00260631,0.170387,1
194237598,-0.000621492,0.000617685,-0.000911458,0.983049,0.00665556,0.00550824,0.183141,0.985373,-0.00145698,0.00260631,0.170387,1
194269805,0.00117549,-3.2247e-06,-2.2675e-05,0.983045,0.0066615,0.00550975,0.183163,0.985373,-0.00145698,0.00260631,0.170387,1
194302360,0.000206912,-0.000856513,-0.000117783,0.983042,0.0066575,0.00549664,0.183177,0.985373,-0.00145698,0.00260631,0.170387,1
194334427,-0.000544633,-0.00113442,0.00189239,0.983038,0.00665623,0.0054902,0.183197,0.985373,-0.00145698,0.00260631,0.170387,1
194366374,-0.00106525,0.000112853,0.000583394,0.983035,0.00666081,0.00549219,0.183217,0.985373,-0.00145698,0.00260631,0.170387,1
194398356,0.000849418,-0.000840409,0.000736067,0.983033,0.00666973,0.00548042,0.183228,0.985373,-0.00145698,0.00260631,0.170387,1
194426362,-0.00180675,-0.000316065,0.000370429,0.98303,0.00666416,0.00547552,0.183242,0.985373,-0.00145698,0.00260631,0.170387,1
194458396,-0.00160313,0.00076484,0.00120067,0.983029,0.00666552,0.00548213,0.183249,0.985373,-0.00145698,0.00260631,0.170387,1
194490401,0.00148667,0.000970765,0.000917943,0.983027,0.00667132,0.0054837,0.183256,0.985373,-0.00145698,0.00260631,0.170387,1
194522359,0.00181232,0.00160063,0.000482707,0.983026,0.00666467,0.00548559,0.183265,0.985373,-0.00145698,0.00260631,0.170387,1
194554354,-0.000423536,-0.00203045,0.000104328,0.983024,0.00666257,0.00547407,0.183273,0.985373,-0.00145698,0.00260631,0.170387,1
194586399,-0.00265809,0.000643418,0.00075999,0.983024,0.00665675,0.00547342,0.183275,0.985373,-0.00145698,0.00260631,0.170387,1
194618433,0.000125367,8.73995e-05,-0.000576539,0.983025,0.00665938,0.00547007,0.183269,0.985373,-0.00145698,0.00260631,0.170387,1
194650359,0.00227081,0.000912316,-0.00184306,0.983028,0.00666576,0.00547796,0.183255,0.985373,-0.00145698,0.00260631,0.170387,1
194678576,-0.00298229,0.000124701,0.00129773,0.983028,0.00665615,0.00548245,0.183253,0.985373,-0.00145698,0.00260631,0.170387,1
194711408,-0.00169159,0.000952354,0.000124523,0.98303,0.00665906,0.00548685,0.183244,0.985373,-0.00145698,0.00260631,0.170387,1
194743194,0.00075656,0.000740059,0.000161171,0.98303,0.00665636,0.00548578,0.183244,0.985373,-0.00145698,0.00260631,0.170387,1
194775240,0.00191752,-0.00116259,0.00085285,0.98303,0.00666021,0.00548152,0.183244,0.985373,-0.00145698,0.00260631,0.170387,1
194807174,-0.00225104,-0.000190164,0.000989129,0.983031,0.00665329,0.00548023,0.183237,0.985373,-0.00145698,0.00260631,0.170387,1
194839189,-0.00171542,0.000563739,0.00193691,0.983034,0.00664865,0.00547367,0.183223,0.985373,-0.00145698,0.00260631,0.170387,1
194871174,0.000323497,0.000218983,0.000799346,0.983039,0.00665938,0.00547351,0.183195,0.985373,-0.00145698,0.00260631,0.170387,1
194899411,-0.000938659,0.00136871,-0.000200688,0.98304,0.00666005,0.00547036,0.183189,0.985373,-0.00145698,0.00260631,0.170387,1
194931162,-0.00042827,-0.00104545,0.00144923,0.983042,0.00666794,0.00546394,0.183176,0.985373,-0.00145698,0.00260631,0.170387,1
194963167,-0.00040218,0.00125586,-0.000513787,0.983045,0.00666435,0.00546891,0.183162,0.985373,-0.00145698,0.00260631,0.170387,1
194995380,0.00225201,0.000519667,-3.92224e-05,0.983049,0.00666498,0.00547516,0.183143,0.985373,-0.00145698,0.00260631,0.170387,1
195027184,-0.000842808,0.000420898,0.000343863,0.983052,0.00666164,0.00547594,0.183126,0.985373,-0.00145698,0.00260631,0.170387,1
195059168,-0.00202527,0.000654484,0.00159613,0.983055,0.00665649,0.00547626,0.183109,0.985373,-0.00145698,0.00260631,0.170387,1
195087977,0.00170219,0.00138228,0.000782858,0.983057,0.00666268,0.00546786,0.183099,0.985373,-0.00145698,0.00260631,0.170387,1
195119959,0.00182189,-0.00117986,0.000199963,0.983061,0.00666225,0.00546778,0.183078,0.985373,-0.00145698,0.00260631,0.170387,1
195152002,-0.00232582,0.000204076,0.000113248,0.983065,0.00665522,0.00545795,0.183052,0.985373,-0.00145698,0.00260631,0.170387,1
195183953,-0.00284553,-0.000132555,-0.000631569,0.983068,0.00664931,0.00546315,0.183036,0.985373,-0.00145698,0.00260631,0.170387,1
195215973,-0.000536025,0.000130576,0.00184307,0.98307,0.00664818,0.00545952,0.18303,0.985373,-0.00145698,0.00260631,0.170387,1
195247994,0.00193183,-0.000210569,0.000604871,0.983073,0.00663766,0.00545069,0.183013,0.985373,-0.00145698,0.00260631,0.170387,1
195280246,-0.000535813,-0.000728095,0.00153986,0.983076,0.00664066,0.00545163,0.182998,0.985373,-0.00145698,0.00260631,0.170387,1
195312209,-0.00243269,-0.000317811,0.000758465,0.983078,0.00664156,0.00545164,0.182987,0.985373,-0.00145698,0.00260631,0.170387,1
195339965,0.000966746,-0.000426375,0.00091187,0.98308,0.00664263,0.00544179,0.182975,0.985373,-0.00145698,0.00260631,0.170387,1
195371944,-0.00189439,0.000303438,-9.89757e-05,0.983082,0.00663754,0.00543533,0.182967,0.985373,-0.00145698,0.00260631,0.170387,1
195403979,-0.00234137,0.00140295,0.00168144,0.983083,0.006637,0.00544117,0.182962,0.985373,-0.00145698,0.00260631,0.170387,1
195435951,2.19552e-05,0.00126901,0.000327264,0.983085,0.00664644,0.00545068,0.182949,0.985373,-0.00145698,0.00260631,0.170387,1
195468747,0.00160544,0.000109999,0.0010121,0.983087,0.0066438,0.00544843,0.182936,0.985373,-0.00145698,0.00260631,0.170387,1
195500770,0.000547342,-0.000326278,0.00047497,0.983089,0.00664139,0.00544089,0.182929,0.985373,-0.00145698,0.00260631,0.170387,1
195532909,-0.00124829,-0.000336111,0.000338547,0.983091,0.00663818,0.00543521,0.182919,0.985373,-0.00145698,0.00260631,0.170387,1
195560813,0.00226057,0.00114032,-0.000810493,0.983093,0.00664729,0.00543534,0.182908,0.985373,-0.00145698,0.00260631,0.170387,1
195592740,0.000564683,0.000646004,0.000870955,0.983094,0.00664392,0.00543634,0.182899,0.985373,-0.00145698,0.00260631,0.170387,1
195624897,-0.000926967,-0.000440549,0.00024309,0.983096,0.00663625,0.00543842,0.182888,0.985373,-0.00145698,0.00260631,0.170387,1
195656780,-0.00327953,0.000310445,0.000404427,0.983099,0.00663173,0.00543632,0.182873,0.985373,-0.00145698,0.00260631,0.170387,1
195688902,0.00130165,-0.000122889,0.00015332,0.983102,0.00663325,0.00542991,0.182859,0.985373,-0.00145698,0.00260631,0.170387,1
195720796,0.000877438,0.000941246,0.00012956,0.983104,0.00663003,0.00542975,0.182849,0.985373,-0.00145698,0.00260631,0.170387,1
195752935,-0.00158586,-0.000424492,0.000971413,0.983105,0.00663014,0.00542763,0.182841,0.985373,-0.00145698,0.00260631,0.170387,1
195784835,-0.00232071,0.000404168,9.47547e-05,0.983108,0.00663103,0.00543121,0.182828,0.985373,-0.00145698,0.00260631,0.170387,1
195812812,0.00213904,-9.83255e-05,0.00111194,0.98311,0.00663392,0.00543444,0.182814,0.985373,-0.00145698,0.00260631,0.170387,1
195845551,0.000547286,0.000954026,0.000754196,0.983112,0.00662459,0.00543987,0.182803,0.985373,-0.00145698,0.00260631,0.170387,1
195877566,-0.00192033,0.00173297,0.002408,0.983114,0.00662371,0.00544486,0.182792,0.985373,-0.00145698,0.00260631,0.170387,1
195909853,-0.000296727,0.000410277,0.000220238,0.983117,0.00662535,0.00544389,0.182775,0.985373,-0.00145698,0.00260631,0.170387,1
195941544,0.00162902,0.000184356,-0.000387975,0.98312,0.00662688,0.00543496,0.182762,0.985373,-0.00145698,0.00260631,0.170387,1
195973553,0.000550752,-0.000434456,0.000569137,0.983122,0.00662508,0.00542332,0.18275,0.985373,-0.00145698,0.00260631,0.170387,1
196001554,-0.00145753,-0.00065817,-9.33375e-05,0.983123,0.00662057,0.00542025,0.182746,0.985373,-0.00145698,0.00260631,0.170387,1
196033817,0.00258372,8.36331e-05,-5.84756e-05,0.983124,0.00663473,0.00541877,0.182738,0.985373,-0.00145698,0.00260631,0.170387,1
196065586,0.000884618,-0.000662465,-0.000174354,0.983126,0.00664019,0.00542947,0.182727,0.985373,-0.00145698,0.00260631,0.170387,1
